Order,Name,Kind,Gateway,Created At,Status,Amount,Currency,Card Type,Payment Method
6169399394357,#3373,sale,Network POS,2025-12-26 20:11:42 +0400,success,52.00,AED,"",""
6169124929589,#3372,sale,Network POS,2025-12-26 15:04:57 +0400,success,4163.40,AED,"",""
6169038323765,#3371,capture,Stripe Card Payments,2025-12-26 20:56:59 +0400,success,265.00,AED,visa,card
6168218632245,#3370,sale,Network POS,2025-12-25 18:49:43 +0400,success,89.50,AED,"",""
6168214896693,#3369,sale,Network POS,2025-12-25 18:45:41 +0400,success,83.00,AED,"",""
6168178786357,#3368,sale,Network POS,2025-12-25 17:54:38 +0400,success,296.10,AED,"",""
6168122458165,#3367,capture,Stripe Card Payments,2025-12-26 16:45:35 +0400,success,360.00,AED,visa,card
6168023531573,#3366,sale,Network POS,2025-12-25 13:01:27 +0400,success,30.00,AED,"",""
6167287332917,#3365,capture,Stripe Card Payments,2025-12-24 20:59:46 +0400,success,450.70,AED,visa,card
6165971271733,#3364,sale,Network POS,2025-12-23 20:58:41 +0400,success,50.00,AED,"",""
6165852160053,#3363,sale,Network POS,2025-12-23 19:06:27 +0400,success,15.00,AED,"",""
6165780856885,#3362,sale,Bank Deposit,2025-12-23 17:28:51 +0400,pending,399.80,AED,"",""
6165780856885,#3362,sale,Bank transfer,2025-12-24 16:27:02 +0400,success,399.80,AED,"",""
6165652308021,#3361,sale,Network POS,2025-12-23 13:46:16 +0400,success,694.20,AED,"",""
6165647392821,#3360,sale,Network POS,2025-12-23 13:39:40 +0400,success,1337.50,AED,"",""
6164693090357,#3359,sale,cash,2025-12-22 21:42:04 +0400,success,104.80,AED,"",""
6164411121717,#3358,sale,Network POS,2025-12-22 17:18:08 +0400,success,412.00,AED,"",""
6163151618101,#3357,capture,Stripe Card Payments,2025-12-21 21:17:25 +0400,success,160.83,AED,visa,card
6163008389173,#3356,sale,Network POS,2025-12-21 16:36:35 +0400,success,138.00,AED,"",""
6163001770037,#3355,sale,cash,2025-12-21 16:28:06 +0400,success,84.00,AED,"",""
6162899730485,#3354,capture,Stripe Card Payments,2025-12-21 19:50:13 +0400,success,407.70,AED,visa,card
6158739963957,#3353,sale,Network POS,2025-12-18 21:59:35 +0400,success,136.75,AED,"",""
6158374567989,#3352,capture,Stripe Card Payments,2025-12-18 17:16:19 +0400,success,82.00,AED,master,card
6158343143477,#3351,sale,Network POS,2025-12-18 16:29:50 +0400,success,62.00,AED,"",""
6158155710517,#3350,capture,Stripe Card Payments,2025-12-18 14:48:26 +0400,success,279.70,AED,visa,card
6156592644149,#3349,sale,Network POS,2025-12-17 14:57:57 +0400,success,32.40,AED,"",""
6156406259765,#3348,capture,Stripe Card Payments,2025-12-17 17:27:14 +0400,success,161.00,AED,visa,card
6156406259765,#3348,refund,Stripe Card Payments,2025-12-18 00:44:39 +0400,success,104.00,AED,visa,card
6156406259765,#3348,refund,Stripe Card Payments,2025-12-23 15:21:29 +0400,success,57.00,AED,visa,card
6156395085877,#3347,sale,Network POS,2025-12-17 10:43:35 +0400,success,240.80,AED,"",""
6155213439029,#3346,void,Stripe Card Payments,2025-12-24 16:27:48 +0400,success,355.00,AED,visa,card
6155088887861,#3345,sale,Network POS,2025-12-16 19:39:02 +0400,success,114.50,AED,"",""
6154849583157,#3344,sale,Network POS,2025-12-16 16:25:32 +0400,success,158.20,AED,"",""
6153129132085,#3343,sale,Network POS,2025-12-15 21:22:17 +0400,success,355.00,AED,"",""
6153027092533,#3342,sale,Network POS,2025-12-15 20:14:39 +0400,success,55.00,AED,"",""
6152920465461,#3341,sale,Network POS,2025-12-15 18:55:51 +0400,success,82.80,AED,"",""
6150498385973,#3340,sale,Network POS,2025-12-14 18:06:53 +0400,success,414.00,AED,"",""
6149859508277,#3339,capture,Stripe Card Payments,2025-12-17 17:26:34 +0400,success,120.00,AED,visa,card
6149791744053,#3338,sale,cash,2025-12-14 12:19:31 +0400,success,15.00,AED,"",""
6149787222069,#3337,sale,cash,2025-12-14 12:17:03 +0400,success,59.00,AED,"",""
6147746988085,#3336,sale,cash,2025-12-13 20:35:29 +0400,success,66.50,AED,"",""
6147199402037,#3335,void,Stripe Card Payments,2025-12-24 15:41:55 +0400,success,50.40,AED,visa,card
6144901808181,#3334,sale,Network POS,2025-12-12 18:06:06 +0400,success,21.80,AED,"",""
6144894697525,#3333,sale,Network POS,2025-12-12 18:01:53 +0400,success,193.20,AED,"",""
6144623444021,#3332,sale,Network POS,2025-12-12 14:27:13 +0400,success,236.96,AED,"",""
6144568066101,#3331,void,Stripe Card Payments,2025-12-24 15:42:15 +0400,success,375.30,AED,visa,card
6144502890549,#3330,void,Stripe Card Payments,2025-12-28 15:13:17 +0400,success,234.00,AED,visa,card
6137827819573,#3329,sale,Network POS,2025-12-11 20:20:21 +0400,success,467.90,AED,"",""
6136973951029,#3328,sale,Bank Deposit,2025-12-11 11:33:04 +0400,pending,227.00,AED,"",""
6136973951029,#3328,sale,Bank transfer,2025-12-11 15:18:25 +0400,success,227.00,AED,"",""
6135419994165,#3327,sale,Network POS,2025-12-10 19:36:37 +0400,success,23.00,AED,"",""
6135255367733,#3326,sale,Network POS,2025-12-10 17:37:05 +0400,success,178.50,AED,"",""
6134904258613,#3325,capture,Stripe Card Payments,2025-12-10 16:45:04 +0400,success,442.80,AED,visa,card
6133297446965,#3324,sale,Network POS,2025-12-09 17:55:29 +0400,success,140.40,AED,"",""
6133029994549,#3323,capture,Stripe Card Payments,2025-12-09 14:04:42 +0400,success,613.00,AED,master,card
6131484000309,#3322,sale,Network POS,2025-12-08 20:37:43 +0400,success,16.00,AED,"",""
6131346374709,#3321,sale,cash,2025-12-08 19:03:41 +0400,success,34.00,AED,"",""
6128456138805,#3320,sale,Network POS,2025-12-07 12:27:03 +0400,success,1114.20,AED,"",""
6128427073589,#3319,sale,Network POS,2025-12-07 11:56:35 +0400,success,57.50,AED,"",""
6128183410741,#3318,capture,Stripe Card Payments,2025-12-07 18:31:37 +0400,success,226.60,AED,visa,card
6126486552629,#3317,sale,cash,2025-12-06 14:26:04 +0400,success,94.50,AED,"",""
6126348599349,#3316,capture,Stripe Card Payments,2025-12-06 12:20:26 +0400,success,324.20,AED,master,card
6124449234997,#3315,sale,cash,2025-12-05 16:03:19 +0400,success,32.40,AED,"",""
6124236963893,#3314,sale,Network POS,2025-12-05 12:05:56 +0400,success,710.32,AED,"",""
6120354185269,#3313,capture,Stripe Card Payments,2025-12-03 17:50:51 +0400,success,18.90,AED,master,card
6120278327349,#3312,sale,Network POS,2025-12-03 16:57:34 +0400,success,15.50,AED,"",""
6120215707701,#3311,sale,Network POS,2025-12-03 16:10:57 +0400,success,1079.60,AED,"",""
6118125830197,#3310,capture,Stripe Card Payments,2025-12-02 20:50:04 +0400,success,295.00,AED,visa,card
6118023069749,#3309,sale,Network POS,2025-12-02 15:59:02 +0400,success,126.50,AED,"",""
6117860507701,#3308,sale,Network POS,2025-12-02 13:12:24 +0400,success,20.00,AED,"",""
6115459203125,#3307,sale,Network POS,2025-12-01 19:39:22 +0400,success,82.40,AED,"",""
6115408248885,#3306,sale,Network POS,2025-12-01 19:16:47 +0400,success,139.00,AED,"",""
6115118645301,#3305,capture,Stripe Card Payments,2025-12-01 16:51:46 +0400,success,89.80,AED,visa,card
6112862109749,#3304,capture,Stripe Card Payments,2025-12-02 12:09:03 +0400,success,145.00,AED,visa,card
6112649216053,#3303,sale,Network POS,2025-11-30 18:36:18 +0400,success,32.40,AED,"",""
6112204095541,#3302,sale,Network POS,2025-11-30 12:17:52 +0400,success,426.20,AED,"",""
6112153305141,#3301,sale,Network POS,2025-11-30 11:35:40 +0400,success,571.40,AED,"",""
6110382555189,#3300,sale,Network POS,2025-11-29 19:34:46 +0400,success,76.00,AED,"",""
6106948042805,#3299,sale,Network POS,2025-11-28 18:37:25 +0400,success,58.50,AED,"",""
6106532642869,#3298,sale,Network POS,2025-11-28 14:54:17 +0400,success,88.50,AED,"",""
6106524221493,#3297,sale,Network POS,2025-11-28 14:47:45 +0400,success,830.30,AED,"",""
6106291470389,#3296,capture,Stripe Card Payments,2025-11-28 16:32:46 +0400,success,215.00,AED,visa,card
6104675450933,#3295,sale,cash,2025-11-27 20:23:11 +0400,success,48.00,AED,"",""
6102938484789,#3294,capture,Stripe Card Payments,2025-11-27 15:03:59 +0400,success,388.00,AED,visa,card
6102862921781,#3293,sale,Network POS,2025-11-26 21:43:13 +0400,success,95.00,AED,"",""
6102706749493,#3292,sale,cash,2025-11-26 20:16:16 +0400,success,214.00,AED,"",""
6102580068405,#3291,sale,Network POS,2025-11-26 18:57:04 +0400,success,782.41,AED,"",""
6102404988981,#3290,sale,Network POS,2025-11-26 17:00:33 +0400,success,65.00,AED,"",""
6102404988981,#3290,refund,Network POS,2025-12-30 00:46:47 +0400,success,65.00,AED,"",""
6102086189109,#3289,capture,Stripe Card Payments,2025-11-26 17:26:07 +0400,success,241.00,AED,visa,card
6097800462389,#3288,sale,Network POS,2025-11-24 22:20:01 +0400,success,31.50,AED,"",""
6097764646965,#3287,sale,Network POS,2025-11-24 21:57:29 +0400,success,1017.40,AED,"",""
6096995385397,#3286,capture,Stripe Card Payments,2025-11-24 14:03:19 +0400,success,145.00,AED,visa,card
6095946481717,#3285,sale,cash,2025-11-23 20:09:18 +0400,success,15.00,AED,"",""
6093909721141,#3284,sale,Network POS,2025-11-22 14:11:44 +0400,success,412.00,AED,"",""
6093902413877,#3283,sale,Network POS,2025-11-22 14:02:30 +0400,success,15.00,AED,"",""
6091911528501,#3282,sale,Network POS,2025-11-21 16:42:17 +0400,success,113.50,AED,"",""
6090232463413,#3281,capture,Stripe Card Payments,2025-11-20 17:34:13 +0400,success,228.50,AED,visa,card
6088843526197,#3280,sale,Network POS,2025-11-19 21:21:00 +0400,success,148.00,AED,"",""
6088547434549,#3279,sale,Network POS,2025-11-19 18:02:24 +0400,success,53.10,AED,"",""
6087304413237,#3278,capture,Stripe Card Payments,2025-11-24 14:02:17 +0400,success,105.00,AED,visa,card
6087304413237,#3278,capture,Stripe Card Payments,2025-11-24 14:02:19 +0400,success,249.50,AED,visa,card
6086595215413,#3277,sale,Network POS,2025-11-18 10:46:41 +0400,success,55.00,AED,"",""
6085006426165,#3276,sale,Network POS,2025-11-17 16:47:53 +0400,success,88.50,AED,"",""
6084988567605,#3275,sale,Network POS,2025-11-17 16:30:42 +0400,success,23.50,AED,"",""
6084926079029,#3274,capture,Stripe Card Payments,2025-11-17 17:11:11 +0400,success,113.50,AED,visa,card
6083411607605,#3273,sale,Network POS,2025-11-16 19:03:11 +0400,success,76.00,AED,"",""
6083298197557,#3272,sale,Network POS,2025-11-16 17:36:49 +0400,success,1441.00,AED,"",""
6081499234357,#3271,capture,Stripe Card Payments,2025-11-15 18:33:16 +0400,success,280.00,AED,visa,card
6081385627701,#3270,sale,Network POS,2025-11-15 15:47:10 +0400,success,80.00,AED,"",""
6081327398965,#3269,sale,Network POS,2025-11-15 14:37:33 +0400,success,64.80,AED,"",""
6079715934261,#3268,sale,Network POS,2025-11-14 21:40:58 +0400,success,65.30,AED,"",""
6079367610421,#3267,capture,Stripe Card Payments,2025-11-18 15:54:45 +0400,success,185.00,AED,visa,card
6079367610421,#3267,capture,Stripe Card Payments,2025-11-21 20:17:19 +0400,success,125.00,AED,visa,card
6079170543669,#3266,sale,Network POS,2025-11-14 17:05:11 +0400,success,95.40,AED,"",""
6077882728501,#3265,sale,Network POS,2025-11-13 20:20:22 +0400,success,105.00,AED,"",""
6077769449525,#3264,sale,Network POS,2025-11-13 18:43:46 +0400,success,309.40,AED,"",""
6076604874805,#3263,sale,Network POS,2025-11-12 21:47:07 +0400,success,844.20,AED,"",""
6076126887989,#3262,sale,Network POS,2025-11-12 13:38:03 +0400,success,53.50,AED,"",""
6076123938869,#3261,sale,Network POS,2025-11-12 13:33:12 +0400,success,262.00,AED,"",""
6076108832821,#3260,sale,Network POS,2025-11-12 13:08:51 +0400,success,19.80,AED,"",""
6074739949621,#3259,sale,Network POS,2025-11-11 18:45:21 +0400,success,262.41,AED,"",""
6073205293109,#3258,sale,Network POS,2025-11-10 20:50:20 +0400,success,463.96,AED,"",""
6072935219253,#3257,sale,Network POS,2025-11-10 18:05:06 +0400,success,61.01,AED,"",""
6071549001781,#3256,sale,Network POS,2025-11-09 20:39:33 +0400,success,173.80,AED,"",""
6071345774645,#3255,sale,cash,2025-11-09 17:48:07 +0400,success,15.00,AED,"",""
6071164338229,#3254,sale,Network POS,2025-11-09 14:19:53 +0400,success,847.00,AED,"",""
6069915746357,#3253,sale,Network POS,2025-11-08 18:04:53 +0400,success,247.00,AED,"",""
6069641314357,#3252,sale,Network POS,2025-11-08 12:18:07 +0400,success,60.00,AED,"",""
6068853538869,#3251,capture,Stripe Card Payments,2025-11-08 12:01:48 +0400,success,431.80,AED,visa,card
6068539359285,#3250,sale,Network POS,2025-11-07 20:33:50 +0400,success,33.00,AED,"",""
6068488175669,#3249,sale,cash,2025-11-07 19:57:41 +0400,success,117.80,AED,"",""
6068356055093,#3248,sale,Network POS,2025-11-07 18:13:07 +0400,success,300.00,AED,"",""
6065803690037,#3247,sale,Network POS,2025-11-05 21:37:38 +0400,success,50.00,AED,"",""
6065728225333,#3246,sale,Network POS,2025-11-05 20:32:58 +0400,success,89.50,AED,"",""
6065707221045,#3245,sale,Network POS,2025-11-05 20:14:36 +0400,success,75.00,AED,"",""
6065584373813,#3244,capture,Stripe Card Payments,2025-11-08 12:13:07 +0400,success,145.00,AED,visa,card
6065312989237,#3243,sale,Network POS,2025-11-05 13:24:49 +0400,success,24.50,AED,"",""
6064003973173,#3242,sale,Network POS,2025-11-04 16:09:32 +0400,success,166.00,AED,"",""
6063840428085,#3241,sale,Network POS,2025-11-04 12:03:49 +0400,success,30.00,AED,"",""
6062852440117,#3240,sale,cash,2025-11-03 19:34:01 +0400,success,15.00,AED,"",""
6062592262197,#3239,sale,Network POS,2025-11-03 14:53:20 +0400,success,122.10,AED,"",""
6061683114037,#3238,sale,cash,2025-11-02 21:08:53 +0400,success,44.10,AED,"",""
6061681442869,#3237,sale,Network POS,2025-11-02 21:08:01 +0400,success,231.00,AED,"",""
6061622198325,#3236,sale,Network POS,2025-11-02 20:21:21 +0400,success,198.40,AED,"",""
6061422215221,#3235,sale,Network POS,2025-11-02 17:17:43 +0400,success,660.15,AED,"",""
6061261258805,#3234,capture,Stripe Card Payments,2025-11-02 15:23:28 +0400,success,208.60,AED,visa,card
6061259685941,#3233,sale,Network POS,2025-11-02 13:26:22 +0400,success,50.00,AED,"",""
6061252870197,#3232,sale,Network POS,2025-11-02 13:15:47 +0400,success,35.00,AED,"",""
6060166774837,#3231,sale,Network POS,2025-11-01 19:41:14 +0400,success,8.00,AED,"",""
6060135383093,#3230,sale,Network POS,2025-11-01 19:14:13 +0400,success,81.40,AED,"",""
